repo_name,problems_total,critical_issues,high_issues,moderate_issues,low_issues,problems
electricitymaps_electricitymaps-contrib,0,0,0,0,0,[]
enketo_enketo-core,91,0,63,15,0,"[('Syntax errors and unresolved references in JSDoc', 24), ('Duplicated code fragment', 12), ('Single character alternation', 11), ('Equality operator may cause type coercion', 7), ('Result of method call returning a promise is ignor', 7), ('Void function return value used', 5), ('Incorrect usage of JSDoc tags', 3), ('Deprecated symbol used', 3), ('Mismatched JSDoc and function signature', 2), ('Pointless statement or boolean expression', 2), ('Unused assignment', 2), ('Unused local symbol', 2), ('Comparison of expressions having incompatible type', 2), ('Redundant nesting in template literal', 2), ('Comma expression', 1), ('Import can be shortened', 1), (""Object is 'null' or 'undefined'"", 1), (""Potentially invalid reference to 'this' of a class"", 1), ('Unnecessary non-capturing group', 1), ('Implicitly declared global JavaScript variable', 1), ('Regular expression can be simplified', 1)]"
enketo_enketo-express,312,0,260,50,0,"[('Syntax errors and unresolved references in JSDoc', 193), ('Result of method call returning a promise is ignor', 43), ('Duplicate character in character class', 35), ('Void function return value used', 7), ('Equality operator may cause type coercion', 5), ('Incorrect usage of JSDoc tags', 5), ('Exception used for local control-flow', 4), ('Missing await for an async function call', 4), ('Unused local symbol', 3), ('Comma expression', 2), ('Mismatched JSDoc and function signature', 2), ('Redundant nesting in template literal', 2), ('Single character alternation', 1), (""Unnecessary 'return' statement"", 1), ('Unnecessary semicolon', 1), ('Unused assignment', 1), ('Implicitly declared global JavaScript variable', 1), ('Redundant local variable', 1), ('Undefined property assignment', 1)]"
etalab_covid19-dashboard,14,0,0,14,0,"[('Result of method call returning a promise is ignor', 14), ('Duplicated code fragment', 1)]"
farmOS_farmOS,251,10,10484,26,0,"[('Undefined class', 4937), ('Undefined method', 2807), ('Undefined namespace', 2227), ('Undefined function', 267), ('Undefined property', 194), ('Unnecessary fully qualified name', 107), ('Parameter type', 61), ('Fully qualified name usage', 46), ('Unused parameter', 37), ('Unnecessary pass-by-ref', 19), ('PHPDoc comment matches function/method signature', 7), ('Element is not available in configured PHP version', 6), ('Unused local symbol', 6), ('farm_ui_theme.api.php                                                Language level', 4), ('farm_ui_theme.module                                                 Language level', 4), ('Declaration of overridden method should be compati', 4), ('Undefined constant', 4), ('EntityTypeLabelLocalTask.php                                         Language level', 3), ('InputViewMaterialTypeTest.php                                        Language level', 3), ('Class hierarchy checks', 3), ('Dynamic property declaration', 3), ('Redundant cast to string', 3), ('farm_lab_test.module                                                 Language level', 2), ('Incompatible return type', 2), ('Inappropriate @inheritDoc usage', 2), ('Possible polymorphic call', 2), ('farm_ui_map.views_execution.inc                                      Language level', 1), ('MapRenderEventSubscriber.php                                         Language level', 1), ('FarmSecondaryTaskTest.php                                            Language level', 1), ('LogEventSubscriber.php                                               Language level', 1), ('BirthTest.php                                                        Language level', 1), ('FarmModulesForm.php                                                  Language level', 1), ('Hardcoded passwords', 1), ('Undefined variable', 1), ('Array used only with write access', 1), ('Concatenation to empty string can be merged with a', 1), ('Unnecessary curly braces syntax for variable', 1)]"
foodcoops_foodsoft,44,0,37,7,0,"[('Equality operator may cause type coercion', 14), ('Primitive type object wrapper used', 7), ('Implicitly declared global JavaScript variable', 7), ('JQuery selector can be optimized', 5), ('Unused local symbol', 5), ('Duplicate declaration', 4), ('Unused assignment', 1), ('Void function return value used', 1)]"
getodk_build,317,0,278,39,0,"[('Equality operator may cause type coercion', 106), ('Unused local symbol', 71), ('Duplicate declaration', 50), ('Deprecated symbol used', 22), ('JQuery selector can be optimized', 13), ('Implicitly declared global JavaScript variable', 13), ('Unused assignment', 11), ('Unnecessary semicolon', 6), ('Bitwise operator usage', 5), ('Single character alternation', 5), (""Loop statement that doesn't loop"", 3), ('Expression statement which is not assignment or ca', 3), ('Mismatched JSDoc and function signature', 2), (""Object is 'null' or 'undefined'"", 2), ('Potentially invalid constructor usage', 2), (""Potentially invalid reference to 'this' from closu"", 2), ('Comparison of expressions having incompatible type', 1)]"
getodk_collect,0,0,0,0,0,[]
github_covid19-dashboard,373,1,134,218,0,"[('Shadowing names from outer scopes', 84), ('PEP 8 naming convention violation', 55), ('Redeclared names without usages', 45), ('Unsatisfied package requirements', 43), ('Single quoted docstring', 38), ('Unnecessary backslash', 19), ('Vulnerable declared dependency', 12), ('Redundant parentheses', 11), ('The default argument is mutable', 9), ('Unused local symbols', 9), ('Prohibited trailing semicolon in a statement', 6), ('Shadowing built-in names', 6), ('2020-03-30-covid19-overview-australia.ipynb                                 Unresolved references', 4), ('2020-04-12-covid19-overview-morocco.ipynb                                   Unresolved references', 4), ('2020-03-15-us-growth-by-state-map.ipynb                                     Unresolved references', 4), ('Incorrect type', 4), ('2020-03-29-covid19-progress-projections.py                                  Unresolved references', 3), ('2020-03-16-covid19_growth_bayes.ipynb                                       Unresolved references', 3), ('Accessing a protected member of a class or a modul', 3), ('2020-03-13-COVID19-Comparitive-Analysis.ipynb                               Unresolved references', 2), ('Statement has no effect', 2), ('Redundant boolean variable check', 2), ('Suspicious relative imports', 2), ('Inconsistent indentation', 1), ('Unbound local variables', 1), ('Unclear exception clauses', 1)]"
h5p_h5p-interactive-video,145,39,100,6,0,"[('Syntax errors and unresolved references in JSDoc', 53), ('JSHint', 39), ('Single character alternation', 23), ('Mismatched JSDoc and function signature', 7), ('Void function return value used', 5), ('Unused assignment', 4), ('Comparison of expressions having incompatible type', 3), ('Deprecated symbol used', 3), ('Duplicate declaration', 2), ('Equality operator may cause type coercion', 2), ('Unused local symbol', 2), ('Mismatched query and update of collection', 1), (""Unnecessary 'return' statement"", 1), ('Redundant conditional expression', 1)]"
healthsites_healthsites,199,0,16,161,0,"[('Method is not declared static', 62), ('Unused local symbols', 54), ('Incorrect type', 10), ('PEP 8 naming convention violation', 10), ('Accessing a protected member of a class or a modul', 9), ('Incorrect docstring', 8), ('Shadowing built-in names', 6), ('An instance attribute is defined outside `__init__', 5), ('search.py                                              Unresolved references', 4), ('forms.py                                               Unresolved references', 4), ('admin.py                                               Unresolved references', 4), ('utils.py                                               Unresolved references', 4), ('0001_initial.py                                        Unresolved references', 4), ('Unclear exception clauses', 4), ('Redundant parentheses', 3), ('osm_field_definitions.py                               Unresolved references', 2), ('Function call can be replaced with set literal', 2), ('Method signature does not match signature of overr', 2), ('The default argument is mutable', 2)]"
hotosm_hotosm-website,86,0,67,19,0,"[('JQuery selector can be optimized', 45), ('Unused local symbol', 16), ('Deprecated symbol used', 10), ('Implicitly declared global JavaScript variable', 9), ('Duplicate declaration', 2), ('Equality operator may cause type coercion', 2), ('Mismatched query and update of collection', 1), ('Unnecessary semicolon', 1)]"
hotosm_learnosm,2,0,0,1,0,"[('conf.py                               Unresolved references', 1), ('Shadowing built-in names', 1)]"
hotosm_tasking-manager,251,3,174,62,0,"[('Unused local symbol', 138), ('Result of method call returning a promise is ignor', 33), ('Deprecated symbol used', 18), ('Syntax errors and unresolved references in JSDoc', 10), ('Import can be shortened', 6), ('Duplicated code fragment', 6), ('Mismatched query and update of collection', 5), ('Missing await for an async function call', 5), ('Hardcoded passwords', 3), ('Exception used for local control-flow', 3), ('Mismatched JSDoc and function signature', 3), ('Unresolved JSX component', 3), ('Redundant local variable', 3), ('Comma expression', 2), (""Unnecessary 'return' statement"", 2), ('Comparison of expressions having incompatible type', 2), ('Redundant conditional expression', 2), ('Equality operator may cause type coercion', 1), ('Pointless statement or boolean expression', 1), ('Unnecessary semicolon', 1), ('Unused assignment', 1), ('Void function return value used', 1), ('Expression statement which is not assignment or ca', 1), ('Redundant character escape', 1)]"
